交易 #,類型,日期和時間,訊號,價格 TWD,大小（數量）,大小（值）,淨損益 TWD,淨損益 %,有利波動 TWD,有利波動 %,不利波動 TWD,不利波動 %,累積損益 TWD,累積損益 %
10,多頭進場,2022-01-13 09:45,L_Cmd,18468,1,923400,-3290,-0.36,830,0.09,-3270,-0.35,-7600,-1.90
11,多頭出場,2022-01-13 22:30,L_Exit,18602,1,928450,1610,0.17,1680,0.18,-120,-0.01,-6050,-1.51
11,多頭進場,2022-01-13 21:15,L_Cmd,18569,1,928450,1610,0.17,1680,0.18,-120,-0.01,-6050,-1.51
12,多頭出場,2022-01-13 22:30,L_Exit_Add,18602,1,929000,1060,0.11,1130,0.12,-470,-0.05,-4970,-1.24
12,多頭進場,2022-01-13 21:35,L_Add,18580,1,929000,1060,0.11,1130,0.12,-470,-0.05,-4970,-1.24
13,多頭出場,2022-01-13 22:30,L_Exit_G,18602,1,929200,860,0.09,930,0.10,-670,-0.07,-4090,-1.02
13,多頭進場,2022-01-13 21:50,L_Add,18584,1,929200,860,0.09,930,0.10,-670,-0.07,-4090,-1.02
14,多頭出場,2022-01-13 22:35,L_Exit_Add,18620,1,929250,1710,0.18,1780,0.19,-720,-0.08,-2380,-0.60
14,多頭進場,2022-01-13 21:55,L_G_進,18585,1,929250,1710,0.18,1780,0.19,-720,-0.08,-2380,-0.60
15,多頭出場,2022-01-13 22:50,L_Exit_Add,18642,1,929700,2360,0.25,2430,0.26,-220,-0.02,-60,-0.01
15,多頭進場,2022-01-13 22:35,L_Add,18594,1,929700,2360,0.25,2430,0.26,-220,-0.02,-60,-0.01
16,多頭出場,2022-01-13 22:50,L_Exit_G,18642,1,930950,1110,0.12,1180,0.13,-670,-0.07,1070,0.27
16,多頭進場,2022-01-13 22:40,L_Add,18619,1,930950,1110,0.12,1180,0.13,-670,-0.07,1070,0.27
17,多頭出場,2022-01-13 23:15,L_Exit_Add,18607,1,931050,-740,-0.08,1430,0.15,-720,-0.08,310,0.08
17,多頭進場,2022-01-13 22:45,L_Add,18621,1,931050,-740,-0.08,1430,0.15,-720,-0.08,310,0.08
18,多頭出場,2022-01-13 23:30,L_Exit_Add,18587,1,931100,-1790,-0.19,1380,0.15,-1770,-0.19,-1460,-0.36
18,多頭進場,2022-01-13 22:50,L_G_進,18622,1,931100,-1790,-0.19,1380,0.15,-1770,-0.19,-1460,-0.36
19,多頭出場,2022-01-13 23:30,L_Exit_Add,18585,1,932050,-2840,-0.30,430,0.05,-2820,-0.30,-4280,-1.07
19,多頭進場,2022-01-13 22:55,L_Add,18641,1,932050,-2840,-0.30,430,0.05,-2820,-0.30,-4280,-1.07
20,多頭出場,2022-01-13 23:35,L_G_Cut,18591,1,932100,-2590,-0.28,180,0.02,-3020,-0.32,-6850,-1.71
20,多頭進場,2022-01-13 23:00,L_G_進,18642,1,932100,-2590,-0.28,180,0.02,-3020,-0.32,-6850,-1.71
21,多頭出場,2022-01-14 01:20,L_Exit,18561,1,930200,-2190,-0.24,780,0.08,-2170,-0.23,-9040,-2.26
21,多頭進場,2022-01-14 00:35,L_Cmd,18604,1,930200,-2190,-0.24,780,0.08,-2170,-0.23,-9040,-2.26
22,多頭出場,2022-01-14 04:10,Trend Rev,18563,1,929800,-1690,-0.18,580,0.06,-1720,-0.18,-10730,-2.68
22,多頭進場,2022-01-14 03:05,L_Cmd,18596,1,929800,-1690,-0.18,580,0.06,-1720,-0.18,-10730,-2.68
23,空頭出場,2022-01-14 13:20,S_Exit,18364,1,913400,-4840,-0.53,2430,0.27,-4820,-0.53,-15570,-3.89
23,空頭進場,2022-01-14 09:45,S_Cmd,18268,1,913400,-4840,-0.53,2430,0.27,-4820,-0.53,-15570,-3.89
24,多頭出場,2022-01-15 01:50,Trend Rev,18378,1,920800,-1940,-0.21,1280,0.14,-2120,-0.23,-17510,-4.38
24,多頭進場,2022-01-14 23:00,L_Cmd,18416,1,920800,-1940,-0.21,1280,0.14,-2120,-0.23,-17510,-4.38
25,多頭出場,2022-01-15 03:30,Trend Rev,18386,1,920200,-940,-0.10,180,0.02,-920,-0.10,-18450,-4.61
25,多頭進場,2022-01-15 03:10,L_Cmd,18404,1,920200,-940,-0.10,180,0.02,-920,-0.10,-18450,-4.61
26,多頭出場,2022-01-17 21:20,L_Exit_Add,18523,1,926000,110,0.01,1580,0.17,-970,-0.10,-18360,-4.59
26,多頭進場,2022-01-17 13:25,L_Cmd,18520,1,926000,110,0.01,1580,0.17,-970,-0.10,-18360,-4.59
27,多頭出場,2022-01-18 01:30,Trend Rev,18512,1,926850,-1290,-0.14,180,0.02,-1420,-0.15,-19630,-4.91
27,多頭進場,2022-01-17 21:05,L_Add,18537,1,926850,-1290,-0.14,180,0.02,-1420,-0.15,-19630,-4.91
28,多頭出場,2022-01-18 08:55,L_Exit,18520,1,927300,-1340,-0.14,380,0.04,-1320,-0.14,-20970,-5.24
28,多頭進場,2022-01-18 08:50,L_Cmd,18546,1,927300,-1340,-0.14,380,0.04,-1320,-0.14,-20970,-5.24
29,多頭出場,2022-01-18 11:35,L_Exit_Add,18515,1,927050,-1340,-0.14,2080,0.22,-1320,-0.14,-22330,-5.58
29,多頭進場,2022-01-18 09:40,L_Cmd,18541,1,927050,-1340,-0.14,2080,0.22,-1320,-0.14,-22330,-5.58
30,多頭出場,2022-01-18 11:40,Trend Rev,18519,1,928550,-2640,-0.28,580,0.06,-3020,-0.33,-24950,-6.24
30,多頭進場,2022-01-18 09:45,L_Add,18571,1,928550,-2640,-0.28,580,0.06,-3020,-0.33,-24950,-6.24
31,空頭出場,2022-01-18 17:15,S_Exit,18280,1,917400,3360,0.37,3430,0.37,-20,0.00,-21590,-5.40
31,空頭進場,2022-01-18 13:45,S_Cmd,18348,1,917400,3360,0.37,3430,0.37,-20,0.00,-21590,-5.40
32,空頭出場,2022-01-18 23:10,S_Exit,18307,1,914300,-1090,-0.12,1080,0.12,-1070,-0.12,-22700,-5.67
32,空頭進場,2022-01-18 22:35,S_Cmd,18286,1,914300,-1090,-0.12,1080,0.12,-1070,-0.12,-22700,-5.67
33,空頭出場,2022-01-18 23:10,S_Exit_Add,18308,1,913650,-1790,-0.20,430,0.05,-1770,-0.19,-24470,-6.12
33,空頭進場,2022-01-18 22:50,S_Add,18273,1,913650,-1790,-0.20,430,0.05,-1770,-0.19,-24470,-6.12
34,空頭出場,2022-01-19 08:45,S_Exit,18194,1,911700,1960,0.21,2030,0.22,-820,-0.09,-22530,-5.63
34,空頭進場,2022-01-19 04:20,S_Cmd,18234,1,911700,1960,0.21,2030,0.22,-820,-0.09,-22530,-5.63
35,空頭出場,2022-01-19 09:05,S_Exit_Add,18254,1,910950,-1790,-0.20,1480,0.16,-1770,-0.19,-24300,-6.07
35,空頭進場,2022-01-19 04:45,S_Add,18219,1,910950,-1790,-0.20,1480,0.16,-1770,-0.19,-24300,-6.07
36,空頭出場,2022-01-19 11:45,S_Exit,18163,1,911150,2960,0.32,3030,0.33,-820,-0.09,-21380,-5.34
36,空頭進場,2022-01-19 11:10,S_Cmd,18223,1,911150,2960,0.32,3030,0.33,-820,-0.09,-21380,-5.34
37,空頭出場,2022-01-19 15:00,S_Exit_G,18161,1,910250,2160,0.24,3130,0.34,-870,-0.10,-19240,-4.81
37,空頭進場,2022-01-19 11:30,S_Add,18205,1,910250,2160,0.24,3130,0.34,-870,-0.10,-19240,-4.81
38,空頭出場,2022-01-19 15:00,S_Exit_Add,18137,1,909650,2760,0.30,2830,0.31,-1470,-0.16,-16460,-4.11
38,空頭進場,2022-01-19 11:45,S_Add,18193,1,909650,2760,0.30,2830,0.31,-1470,-0.16,-16460,-4.11
39,空頭出場,2022-01-19 17:45,Trend Rev,18218,1,908400,-2540,-0.28,1580,0.17,-2720,-0.30,-18980,-4.74
39,空頭進場,2022-01-19 11:50,S_Add,18168,1,908400,-2540,-0.28,1580,0.17,-2720,-0.30,-18980,-4.74
40,空頭出場,2022-01-19 17:45,Trend Rev,18218,1,908250,-2690,-0.30,1430,0.16,-2720,-0.30,-21650,-5.41
40,空頭進場,2022-01-19 13:35,S_G_進,18165,1,908250,-2690,-0.30,1430,0.16,-2720,-0.30,-21650,-5.41
41,空頭出場,2022-01-20 00:55,S_G_Cut,18212,1,910600,-40,0.00,1630,0.18,-220,-0.02,-21750,-5.44
41,空頭進場,2022-01-19 23:30,S_Cmd,18212,1,910600,-40,0.00,1630,0.18,-220,-0.02,-21750,-5.44
42,空頭出場,2022-01-20 01:05,Trend Rev,18217,1,909800,-1090,-0.12,830,0.09,-1370,-0.15,-22820,-5.70
42,空頭進場,2022-01-19 23:40,S_Add,18196,1,909800,-1090,-0.12,830,0.09,-1370,-0.15,-22820,-5.70
43,空頭出場,2022-01-20 01:05,Trend Rev,18217,1,909550,-1340,-0.15,580,0.06,-1620,-0.18,-24140,-6.03
43,空頭進場,2022-01-19 23:50,S_Add,18191,1,909550,-1340,-0.15,580,0.06,-1620,-0.18,-24140,-6.03
44,空頭出場,2022-01-20 01:05,Trend Rev,18217,1,909350,-1540,-0.17,380,0.04,-1820,-0.20,-25660,-6.41
44,空頭進場,2022-01-20 00:15,S_G_進,18187,1,909350,-1540,-0.17,380,0.04,-1820,-0.20,-25660,-6.41
45,空頭出場,2022-01-20 04:15,S_Exit_Add,18211,1,909500,-1090,-0.12,930,0.10,-1070,-0.12,-26770,-6.69
45,空頭進場,2022-01-20 03:10,S_Cmd,18190,1,909500,-1090,-0.12,930,0.10,-1070,-0.12,-26770,-6.69
46,空頭出場,2022-01-20 04:55,S_Exit,18155,1,908950,1160,0.13,1230,0.14,-1670,-0.18,-25610,-6.40
46,空頭進場,2022-01-20 03:25,S_Add,18179,1,908950,1160,0.13,1230,0.14,-1670,-0.18,-25610,-6.40
47,空頭出場,2022-01-20 08:45,S_Exit_Add,18205,1,908400,-1890,-0.21,680,0.07,-1870,-0.21,-27500,-6.88
47,空頭進場,2022-01-20 04:55,S_Add,18168,1,908400,-1890,-0.21,680,0.07,-1870,-0.21,-27500,-6.88
48,空頭出場,2022-01-20 09:05,S_G_Cut,18195,1,910150,360,0.04,2430,0.27,-670,-0.07,-27180,-6.79
48,空頭進場,2022-01-20 08:45,S_Add,18203,1,910150,360,0.04,2430,0.27,-670,-0.07,-27180,-6.79
49,空頭出場,2022-01-20 09:15,S_Exit_Add,18086,1,908600,4260,0.47,4330,0.48,-1970,-0.22,-22900,-5.72
49,空頭進場,2022-01-20 08:50,S_Add,18172,1,908600,4260,0.47,4330,0.48,-1970,-0.22,-22900,-5.72
50,空頭出場,2022-01-20 09:15,S_Exit_Add,18086,1,908200,3860,0.43,3930,0.43,-2370,-0.26,-19020,-4.75
50,空頭進場,2022-01-20 08:55,S_Add,18164,1,908200,3860,0.43,3930,0.43,-2370,-0.26,-19020,-4.75
51,空頭出場,2022-01-20 09:15,S_Exit_Add,18086,1,908350,4010,0.44,4080,0.45,-2220,-0.24,-14990,-3.75
51,空頭進場,2022-01-20 09:00,S_G_進,18167,1,908350,4010,0.44,4080,0.45,-2220,-0.24,-14990,-3.75
52,空頭出場,2022-01-20 09:30,S_Exit,18151,1,904400,-3190,-0.35,280,0.03,-3170,-0.35,-18180,-4.54
52,空頭進場,2022-01-20 09:20,S_Cmd,18088,1,904400,-3190,-0.35,280,0.03,-3170,-0.35,-18180,-4.54
53,空頭出場,2022-01-20 22:45,Trend Rev,18228,1,910950,-490,-0.05,130,0.01,-720,-0.08,-18670,-4.67
53,空頭進場,2022-01-20 22:40,S_Cmd,18219,1,910950,-490,-0.05,130,0.01,-720,-0.08,-18670,-4.67
54,空頭出場,2022-01-21 03:45,S_Exit,18204,1,912050,1810,0.20,1880,0.21,-170,-0.02,-16900,-4.23
54,空頭進場,2022-01-21 03:15,S_Cmd,18241,1,912050,1810,0.20,1880,0.21,-170,-0.02,-16900,-4.23
55,空頭出場,2022-01-21 04:00,S_Exit_Add,18199,1,911500,1510,0.17,1580,0.17,-20,0.00,-15410,-3.85
55,空頭進場,2022-01-21 03:35,S_Add,18230,1,911500,1510,0.17,1580,0.17,-20,0.00,-15410,-3.85
56,空頭出場,2022-01-21 04:05,S_Exit_Add,18180,1,910950,1910,0.21,1980,0.22,-170,-0.02,-13500,-3.37
56,空頭進場,2022-01-21 03:45,S_Add,18219,1,910950,1910,0.21,1980,0.22,-170,-0.02,-13500,-3.37
57,空頭出場,2022-01-21 04:05,S_Exit_Add,18180,1,910600,1560,0.17,1630,0.18,-170,-0.02,-11920,-2.98
57,空頭進場,2022-01-21 03:50,S_Add,18212,1,910600,1560,0.17,1630,0.18,-170,-0.02,-11920,-2.98
58,空頭出場,2022-01-21 04:05,S_Exit_G,18180,1,910550,1510,0.17,1580,0.17,-170,-0.02,-10390,-2.60
58,空頭進場,2022-01-21 03:55,S_G_進,18211,1,910550,1510,0.17,1580,0.17,-170,-0.02,-10390,-2.60
59,空頭出場,2022-01-21 04:05,S_Exit_G,18180,1,910200,1160,0.13,1230,0.14,-120,-0.01,-9210,-2.30
59,空頭進場,2022-01-21 04:05,S_G_進,18204,1,910200,1160,0.13,1230,0.14,-120,-0.01,-9210,-2.30
60,空頭出場,2022-01-21 04:20,S_Exit,18140,1,909200,2160,0.24,2230,0.25,-370,-0.04,-7070,-1.77
60,空頭進場,2022-01-21 04:10,S_Cmd,18184,1,909200,2160,0.24,2230,0.25,-370,-0.04,-7070,-1.77
61,空頭出場,2022-01-21 04:30,S_Exit_Add,18114,1,908250,2510,0.28,2580,0.28,-20,0.00,-4580,-1.14
61,空頭進場,2022-01-21 04:20,S_Add,18165,1,908250,2510,0.28,2580,0.28,-20,0.00,-4580,-1.14
62,空頭出場,2022-01-21 04:50,S_Exit_Add,18096,1,907000,2160,0.24,2230,0.25,-70,-0.01,-2440,-0.61
62,空頭進場,2022-01-21 04:25,S_Add,18140,1,907000,2160,0.24,2230,0.25,-70,-0.01,-2440,-0.61
63,空頭出場,2022-01-21 04:50,S_Exit_Add,18044,1,906700,4460,0.49,4530,0.50,-20,0.00,2040,0.51
63,空頭進場,2022-01-21 04:30,S_Add,18134,1,906700,4460,0.49,4530,0.50,-20,0.00,2040,0.51
64,空頭出場,2022-01-21 04:50,S_Exit_Add,18044,1,906100,3860,0.43,3930,0.43,-20,0.00,5920,1.48
64,空頭進場,2022-01-21 04:35,S_Add,18122,1,906100,3860,0.43,3930,0.43,-20,0.00,5920,1.48
65,空頭出場,2022-01-21 04:50,S_Exit_G,18044,1,905650,3410,0.38,3480,0.38,-470,-0.05,9350,2.34
65,空頭進場,2022-01-21 04:40,S_G_進,18113,1,905650,3410,0.38,3480,0.38,-470,-0.05,9350,2.34
66,空頭出場,2022-01-21 09:20,S_Exit,17928,1,900150,3710,0.41,3780,0.42,-1570,-0.17,13020,3.26
66,空頭進場,2022-01-21 09:00,S_Cmd,18003,1,900150,3710,0.41,3780,0.42,-1570,-0.17,13020,3.26
67,空頭出場,2022-01-21 11:35,S_Exit_G,17874,1,898200,4460,0.50,4530,0.50,-2570,-0.29,17460,4.37
67,空頭進場,2022-01-21 09:10,S_Add,17964,1,898200,4460,0.50,4530,0.50,-2570,-0.29,17460,4.37
68,空頭出場,2022-01-21 12:45,S_Exit_G,17856,1,896800,3960,0.44,4030,0.45,-3970,-0.44,21420,5.36
68,空頭進場,2022-01-21 09:20,S_Add,17936,1,896800,3960,0.44,4030,0.45,-3970,-0.44,21420,5.36
69,空頭出場,2022-01-21 12:50,S_Exit_Add,17846,1,895400,3060,0.34,3130,0.35,-5370,-0.60,24480,6.12
69,空頭進場,2022-01-21 09:50,S_Add,17908,1,895400,3060,0.34,3130,0.35,-5370,-0.60,24480,6.12
70,空頭出場,2022-01-21 13:05,S_Exit_G,17844,1,895400,3160,0.35,3230,0.36,-1820,-0.20,27640,6.91
70,空頭進場,2022-01-21 10:50,S_G_進,17908,1,895400,3160,0.35,3230,0.36,-1820,-0.20,27640,6.91
71,空頭出場,2022-01-21 15:10,S_G_Cut,17927,1,893850,-2540,-0.28,1980,0.22,-2970,-0.33,25120,6.28
71,空頭進場,2022-01-21 11:40,S_G_進,17877,1,893850,-2540,-0.28,1980,0.22,-2970,-0.33,25120,6.28
72,空頭出場,2022-01-21 23:20,S_Exit_Add,17835,1,893150,1360,0.15,1580,0.18,-4370,-0.49,26500,6.63
72,空頭進場,2022-01-21 12:50,S_G_進,17863,1,893150,1360,0.15,1580,0.18,-4370,-0.49,26500,6.63
73,空頭出場,2022-01-21 23:20,S_Exit_Add,17835,1,892600,810,0.09,1030,0.12,-4920,-0.55,27330,6.83
73,空頭進場,2022-01-21 12:55,S_G_進,17852,1,892600,810,0.09,1030,0.12,-4920,-0.55,27330,6.83
74,空頭出場,2022-01-21 23:50,S_Exit_Add,17899,1,891750,-3240,-0.36,1330,0.15,-3220,-0.36,24090,6.02
74,空頭進場,2022-01-21 23:20,S_Add,17835,1,891750,-3240,-0.36,1330,0.15,-3220,-0.36,24090,6.02
75,空頭出場,2022-01-24 08:45,S_Exit_Add,17770,1,887900,-640,-0.07,2880,0.32,-1020,-0.11,23390,5.85
75,空頭進場,2022-01-22 04:10,S_Cmd,17758,1,887900,-640,-0.07,2880,0.32,-1020,-0.11,23390,5.85
76,空頭出場,2022-01-24 08:45,S_Exit_Add,17792,1,886500,-3140,-0.35,1480,0.17,-3120,-0.35,20270,5.07
76,空頭進場,2022-01-22 04:30,S_Add,17730,1,886500,-3140,-0.35,1480,0.17,-3120,-0.35,20270,5.07
77,空頭出場,2022-01-24 09:00,S_Exit,17808,1,885400,-5040,-0.57,380,0.04,-5020,-0.57,15250,3.81
77,空頭進場,2022-01-22 04:55,S_Add,17708,1,885400,-5040,-0.57,380,0.04,-5020,-0.57,15250,3.81
78,空頭出場,2022-01-24 09:10,S_G_Cut,17804,1,886450,-3790,-0.43,30,0.00,-4270,-0.48,11480,2.87
78,空頭進場,2022-01-24 08:45,S_G_進,17729,1,886450,-3790,-0.43,30,0.00,-4270,-0.48,11480,2.87
79,空頭出場,2022-01-24 22:50,S_Exit,17750,1,889850,2310,0.26,2380,0.27,-1120,-0.13,13750,3.44
79,空頭進場,2022-01-24 22:05,S_Cmd,17797,1,889850,2310,0.26,2380,0.27,-1120,-0.13,13750,3.44
80,空頭出場,2022-01-24 23:10,S_Exit_Add,17702,1,888650,3510,0.39,3580,0.40,-570,-0.06,17240,4.31
80,空頭進場,2022-01-24 22:45,S_Add,17773,1,888650,3510,0.39,3580,0.40,-570,-0.06,17240,4.31
81,空頭出場,2022-01-24 23:10,S_Exit_Add,17702,1,888250,3110,0.35,3180,0.36,-620,-0.07,20370,5.09
81,空頭進場,2022-01-24 22:50,S_Add,17765,1,888250,3110,0.35,3180,0.36,-620,-0.07,20370,5.09
82,空頭出場,2022-01-24 23:10,S_Exit_G,17702,1,887500,2360,0.27,2430,0.27,-820,-0.09,22750,5.69
82,空頭進場,2022-01-24 23:00,S_Add,17750,1,887500,2360,0.27,2430,0.27,-820,-0.09,22750,5.69
83,空頭出場,2022-01-25 00:10,S_Exit_Add,17669,1,887100,3610,0.41,3680,0.41,-870,-0.10,26320,6.58
83,空頭進場,2022-01-24 23:05,S_G_進,17742,1,887100,3610,0.41,3680,0.41,-870,-0.10,26320,6.58
84,空頭出場,2022-01-25 00:25,S_Exit_G,17659,1,886350,3360,0.38,3430,0.39,-1620,-0.18,29680,7.42
84,空頭進場,2022-01-24 23:15,S_Add,17727,1,886350,3360,0.38,3430,0.39,-1620,-0.18,29680,7.42
85,空頭出場,2022-01-25 00:35,S_Exit_Add,17641,1,884500,2410,0.27,2480,0.28,-3470,-0.39,32090,8.02
85,空頭進場,2022-01-24 23:20,S_Add,17690,1,884500,2410,0.27,2480,0.28,-3470,-0.39,32090,8.02
86,空頭出場,2022-01-25 00:40,S_Exit_Add,17618,1,885100,4160,0.47,4230,0.48,-170,-0.02,36250,9.06
86,空頭進場,2022-01-25 00:05,S_G_進,17702,1,885100,4160,0.47,4230,0.48,-170,-0.02,36250,9.06
87,空頭出場,2022-01-25 00:40,S_Exit_G,17618,1,883800,2860,0.32,2930,0.33,-1170,-0.13,39130,9.78
87,空頭進場,2022-01-25 00:15,S_G_進,17676,1,883800,2860,0.32,2930,0.33,-1170,-0.13,39130,9.78
88,空頭出場,2022-01-25 00:40,S_Exit_G,17618,1,883700,2760,0.31,2830,0.32,-270,-0.03,41910,10.48
88,空頭進場,2022-01-25 00:35,S_G_進,17674,1,883700,2760,0.31,2830,0.32,-270,-0.03,41910,10.48
89,空頭出場,2022-01-25 00:50,S_Exit_G,17578,1,882050,3110,0.35,3180,0.36,-120,-0.01,45000,11.25
89,空頭進場,2022-01-25 00:40,S_G_進,17641,1,882050,3110,0.35,3180,0.36,-120,-0.01,45000,11.25
90,空頭出場,2022-01-25 01:15,S_Exit_Add,17510,1,881250,5710,0.65,5780,0.66,-220,-0.02,50730,12.68
90,空頭進場,2022-01-25 00:45,S_Add,17625,1,881250,5710,0.65,5780,0.66,-220,-0.02,50730,12.68
91,空頭出場,2022-01-25 02:05,S_Exit_Add,17665,1,878950,-4340,-0.49,3480,0.40,-4320,-0.49,46410,11.60
91,空頭進場,2022-01-25 00:50,S_Add,17579,1,878950,-4340,-0.49,3480,0.40,-4320,-0.49,46410,11.60
92,空頭出場,2022-01-25 18:15,Trend Rev,17646,1,882200,-140,-0.02,5530,0.63,-4820,-0.55,46250,11.56
92,空頭進場,2022-01-25 09:40,S_Cmd,17644,1,882200,-140,-0.02,5530,0.63,-4820,-0.55,46250,11.56
93,空頭出場,2022-01-25 18:15,Trend Rev,17646,1,879600,-2740,-0.31,2930,0.33,-4320,-0.49,43530,10.88
93,空頭進場,2022-01-25 11:30,S_Add,17592,1,879600,-2740,-0.31,2930,0.33,-4320,-0.49,43530,10.88
94,空頭出場,2022-01-25 23:25,S_Exit,17579,1,876150,-2840,-0.32,730,0.08,-2820,-0.32,40690,10.17
94,空頭進場,2022-01-25 22:55,S_Cmd,17523,1,876150,-2840,-0.32,730,0.08,-2820,-0.32,40690,10.17
95,空頭出場,2022-02-07 08:45,S_Exit,17800,1,881300,-8740,-0.99,230,0.03,-8720,-0.99,31950,7.99
95,空頭進場,2022-01-26 04:55,S_Cmd,17626,1,881300,-8740,-0.99,230,0.03,-8720,-0.99,31950,7.99
96,多頭出場,2022-02-08 23:00,L_Exit,17963,1,899200,-1090,-0.12,330,0.04,-1070,-0.12,30860,7.72
96,多頭進場,2022-02-08 22:40,L_Cmd,17984,1,899200,-1090,-0.12,330,0.04,-1070,-0.12,30860,7.72
97,多頭出場,2022-02-09 01:40,L_Exit_G,18035,1,899900,1810,0.20,1880,0.21,-170,-0.02,32610,8.15
97,多頭進場,2022-02-08 23:50,L_Cmd,17998,1,899900,1810,0.20,1880,0.21,-170,-0.02,32610,8.15
98,多頭出場,2022-02-09 04:00,L_Exit_Add,17990,1,900650,-1190,-0.13,1180,0.13,-1170,-0.13,31440,7.86
98,多頭進場,2022-02-09 00:05,L_Add,18013,1,900650,-1190,-0.13,1180,0.13,-1170,-0.13,31440,7.86
99,多頭出場,2022-02-09 08:45,L_Exit,18075,1,901000,2710,0.30,2780,0.31,-1520,-0.17,34170,8.54
99,多頭進場,2022-02-09 00:20,L_Add,18020,1,901000,2710,0.30,2780,0.31,-1520,-0.17,34170,8.54
100,多頭出場,2022-02-09 08:45,L_Exit_Add,18075,1,901150,2560,0.28,2630,0.29,-1670,-0.19,36750,9.19
100,多頭進場,2022-02-09 01:00,L_G_進,18023,1,901150,2560,0.28,2630,0.29,-1670,-0.19,36750,9.19
101,多頭出場,2022-02-09 10:30,L_Exit,18051,1,904600,-2090,-0.23,630,0.07,-2070,-0.23,34660,8.67
101,多頭進場,2022-02-09 09:05,L_Cmd,18092,1,904600,-2090,-0.23,630,0.07,-2070,-0.23,34660,8.67
102,多頭出場,2022-02-09 15:00,L_Exit_G,18173,1,906250,2360,0.26,2430,0.27,-620,-0.07,36960,9.24
102,多頭進場,2022-02-09 12:25,L_Cmd,18125,1,906250,2360,0.26,2430,0.27,-620,-0.07,36960,9.24
103,多頭出場,2022-02-09 16:20,L_Exit,18179,1,907300,1610,0.18,1680,0.19,-20,0.00,38590,9.65
103,多頭進場,2022-02-09 13:05,L_Add,18146,1,907300,1610,0.18,1680,0.19,-20,0.00,38590,9.65
104,多頭出場,2022-02-09 16:50,L_Exit_Add,18196,1,908050,1710,0.19,1780,0.20,-720,-0.08,40320,10.08
104,多頭進場,2022-02-09 13:10,L_Add,18161,1,908050,1710,0.19,1780,0.20,-720,-0.08,40320,10.08
105,多頭出場,2022-02-09 17:00,L_Exit_Add,18209,1,908050,2360,0.26,2430,0.27,-720,-0.08,42700,10.68
105,多頭進場,2022-02-09 13:15,L_G_進,18161,1,908050,2360,0.26,2430,0.27,-720,-0.08,42700,10.68
106,多頭出場,2022-02-09 22:00,L_Exit,18213,1,911400,-790,-0.09,130,0.01,-770,-0.08,41910,10.48
106,多頭進場,2022-02-09 21:15,L_Cmd,18228,1,911400,-790,-0.09,130,0.01,-770,-0.08,41910,10.48
